month,tilt_angle,system_loss,capacity_kw,power_output_w,solar_radiation_kwh_m2_day
4,25,10,2,311.8215887,7.156466998
5,25,10,2,304.3081327,6.663300746
6,25,10,2,248.8393184,5.464951216
7,25,10,2,248.0104487,5.120386864
8,25,10,2,250.2552683,5.136380836
9,25,10,2,258.6720871,5.555326049
10,25,10,2,295.8726319,6.294214221
11,25,10,2,291.0748084,6.242272063
12,25,10,2,293.9259092,6.053731223
1,25,10,3,454.6767146,6.402520415
2,25,10,3,421.2816116,6.633867869
3,25,10,3,487.2817618,7.129342825
4,25,10,3,467.732383,7.156466998
5,25,10,3,456.4621991,6.663300746
6,25,10,3,373.2589776,5.464951216
7,25,10,3,372.015673,5.120386864
8,25,10,3,375.3829025,5.136380836
9,25,10,3,388.0081307,5.555326049
10,25,10,3,443.8089479,6.294214221
11,25,10,3,436.6122126,6.242272063
12,25,10,3,440.8888638,6.053731223
1,25,12,1,148.1623697,6.402520415
2,25,12,1,137.2792948,6.633867869
3,25,12,1,158.784994,7.129342825
4,25,12,1,152.4144015,7.156466998
5,25,12,1,148.7390794,6.663300746
6,25,12,1,121.6214901,5.464951216
7,25,12,1,121.2152706,5.120386864
8,25,12,1,122.3142546,5.136380836
9,25,12,1,126.4302008,5.555326049
10,25,12,1,144.6181907,6.294214221
11,25,12,1,142.2741735,6.242272063
12,25,12,1,143.6687497,6.053731223
1,25,12,2,296.3247394,6.402520415
2,25,12,2,274.5585896,6.633867869
3,25,12,2,317.5699879,7.129342825
4,25,12,2,304.828803,7.156466998
5,25,12,2,297.4781587,6.663300746
6,25,12,2,243.2429803,5.464951216
7,25,12,2,242.4305411,5.120386864
8,25,12,2,244.6285093,5.136380836
9,25,12,2,252.8604015,5.555326049
10,25,12,2,289.2363815,6.294214221
11,25,12,2,284.5483471,6.242272063
12,25,12,2,287.3374994,6.053731223
1,25,12,3,444.4871091,6.402520415
2,25,12,3,411.8378843,6.633867869
3,25,12,3,476.3549819,7.129342825
4,25,12,3,457.2432046,7.156466998
5,25,12,3,446.2172381,6.663300746
6,25,12,3,364.8644704,5.464951216
7,25,12,3,363.6458117,5.120386864
8,25,12,3,366.9427639,5.136380836
9,25,12,3,379.2906023,5.555326049
10,25,12,3,433.8545722,6.294214221
11,25,12,3,426.8225206,6.242272063
12,25,12,3,431.006249,6.053731223
1,25,14,1,144.7658569,6.402520415
2,25,14,1,134.1313857,6.633867869
3,25,14,1,155.142734,7.129342825
4,25,14,1,148.9180087,7.156466998
5,25,14,1,145.3241447,6.663300746
6,25,14,1,118.8234225,5.464951216
7,25,14,1,118.4253366,5.120386864
8,25,14,1,119.5008751,5.136380836
9,25,14,1,123.524358,5.555326049
10,25,14,1,141.3000943,6.294214221
11,25,14,1,139.0109429,6.242272063
12,25,14,1,140.3745447,6.053731223
1,25,14,2,289.5317138,6.402520415
2,25,14,2,268.2627714,6.633867869
3,25,14,2,310.2854679,7.129342825
4,25,14,2,297.8360174,7.156466998
5,25,14,2,290.6482895,6.663300746
6,25,14,2,237.6468449,5.464951216
7,25,14,2,236.8506731,5.120386864
8,25,14,2,239.0017502,5.136380836
9,25,14,2,247.0487159,5.555326049
10,25,14,2,282.6001886,6.294214221
11,25,14,2,278.0218857,6.242272063
12,25,14,2,280.7490895,6.053731223
1,25,14,3,434.2975706,6.402520415
2,25,14,3,402.3941571,6.633867869
3,25,14,3,465.4282019,7.129342825
4,25,14,3,446.7540261,7.156466998
5,25,14,3,435.9724342,6.663300746
6,25,14,3,356.4702674,5.464951216
7,25,14,3,355.2760097,5.120386864
8,25,14,3,358.5026253,5.136380836
9,25,14,3,370.5730739,5.555326049
10,25,14,3,423.9002829,6.294214221
11,25,14,3,417.0328286,6.242272063
12,25,14,3,421.1236342,6.053731223
1,25,16,1,141.3693441,6.402520415
2,25,16,1,130.9834766,6.633867869
3,25,16,1,151.500474,7.129342825
4,25,16,1,145.4216159,7.156466998
5,25,16,1,141.9092101,6.663300746
6,25,16,1,116.0254289,5.464951216
7,25,16,1,115.6354025,5.120386864
8,25,16,1,116.6874955,5.136380836
9,25,16,1,120.6185152,5.555326049
10,25,16,1,137.9820606,6.294214221
11,25,16,1,135.7477122,6.242272063
12,25,16,1,137.0803398,6.053731223
1,25,16,2,282.7386881,6.402520415
2,25,16,2,261.9669533,6.633867869
3,25,16,2,303.000948,7.129342825
4,25,16,2,290.8432318,7.156466998
5,25,16,2,283.8184202,6.663300746
6,25,16,2,232.0508578,5.464951216
7,25,16,2,231.2708051,5.120386864
8,25,16,2,233.3749911,5.136380836
9,25,16,2,241.2370303,5.555326049
10,25,16,2,275.9641211,6.294214221
11,25,16,2,271.4954244,6.242272063
12,25,16,2,274.1606796,6.053731223
1,25,16,3,424.1080322,6.402520415
2,25,16,3,392.9504299,6.633867869
3,25,16,3,454.501422,7.129342825
4,25,16,3,436.2648476,7.156466998
5,25,16,3,425.7276303,6.663300746
6,25,16,3,348.0762868,5.464951216
7,25,16,3,346.9062076,5.120386864
8,25,16,3,350.0624866,5.136380836
9,25,16,3,361.8555455,5.555326049
10,25,16,3,413.9461817,6.294214221
11,25,16,3,407.2431366,6.242272063
12,25,16,3,411.2410195,6.053731223
1,25,18,1,137.9728312,6.402520415
2,25,18,1,127.8355676,6.633867869
3,25,18,1,147.858214,7.129342825
4,25,18,1,141.9252231,7.156466998
5,25,18,1,138.4942755,6.663300746
6,25,18,1,113.2275242,5.464951216
7,25,18,1,112.8454685,5.120386864
8,25,18,1,113.874116,5.136380836
9,25,18,1,117.7126724,5.555326049
10,25,18,1,134.6640268,6.294214221
11,25,18,1,132.4844815,6.242272063
12,25,18,1,133.7861349,6.053731223
1,25,18,2,275.9456625,6.402520415
2,25,18,2,255.6711351,6.633867869
3,25,18,2,295.716428,7.129342825
4,25,18,2,283.8504461,7.156466998
5,25,18,2,276.9885509,6.663300746
6,25,18,2,226.4550485,5.464951216
7,25,18,2,225.6909371,5.120386864
8,25,18,2,227.748232,5.136380836
9,25,18,2,235.4253447,5.555326049
10,25,18,2,269.3280537,6.294214221
11,25,18,2,264.9689631,6.242272063
12,25,18,2,267.5722698,6.053731223
1,25,18,3,413.9184937,6.402520415
2,25,18,3,383.5067027,6.633867869
3,25,18,3,443.574642,7.129342825
4,25,18,3,425.7756692,7.156466998
5,25,18,3,415.4828264,6.663300746
6,25,18,3,339.6825727,5.464951216
7,25,18,3,338.5364056,5.120386864
8,25,18,3,341.622348,5.136380836
9,25,18,3,353.1380171,5.555326049
10,25,18,3,403.9920805,6.294214221
11,25,18,3,397.4534446,6.242272063
12,25,18,3,401.3584047,6.053731223
1,30,8,1,159.1793876,6.587241238
2,30,8,1,145.7929968,6.741052092
3,30,8,1,165.7928797,7.116472457
4,30,8,1,156.0403674,7.000509623
5,30,8,1,149.7901377,6.414575092
6,30,8,1,122.2274311,5.250883503
7,30,8,1,122.4542964,4.944799899
8,30,8,1,124.7304378,5.006368029
9,30,8,1,130.8242844,5.493536561
10,30,8,1,152.4613754,6.346505415
11,30,8,1,152.2219701,6.391540835
12,30,8,1,154.8457787,6.246321231
1,30,8,2,318.3587752,6.587241238
2,30,8,2,291.5859936,6.741052092
3,30,8,2,331.5857594,7.116472457
4,30,8,2,312.0807348,7.000509623
5,30,8,2,299.5802754,6.414575092
6,30,8,2,244.4548622,5.250883503
7,30,8,2,244.9085929,4.944799899
8,30,8,2,249.4608755,5.006368029
9,30,8,2,261.6485688,5.493536561
10,30,8,2,304.9227507,6.346505415
11,30,8,2,304.4439402,6.391540835
12,30,8,2,309.6915574,6.246321231
1,30,8,3,477.5381629,6.587241238
2,30,8,3,437.3789904,6.741052092
3,30,8,3,497.3786391,7.116472457
4,30,8,3,468.1211022,7.000509623
5,30,8,3,449.3704132,6.414575092
6,30,8,3,366.6822934,5.250883503
7,30,8,3,367.3628893,4.944799899
8,30,8,3,374.1913133,5.006368029
9,30,8,3,392.4728532,5.493536561
10,30,8,3,457.3841261,6.346505415
11,30,8,3,456.6659103,6.391540835
12,30,8,3,464.5373361,6.246321231
1,30,10,1,155.7136416,6.587241238
2,30,10,1,142.6192987,6.741052092
3,30,10,1,162.1566335,7.116472457
4,30,10,1,152.6171663,7.000509623
5,30,10,1,146.5007818,6.414575092
6,30,10,1,119.5377484,5.250883503
7,30,10,1,119.7587286,4.944799899
8,30,10,1,121.9868533,5.006368029
9,30,10,1,127.949259,5.493536561
10,30,10,1,149.1170124,6.346505415
11,30,10,1,148.8843626,6.391540835
12,30,10,1,151.4628638,6.246321231
1,30,10,2,311.4272831,6.587241238
2,30,10,2,285.2385974,6.741052092
3,30,10,2,324.313267,7.116472457
4,30,10,2,305.2343326,7.000509623
5,30,10,2,293.0015636,6.414575092
6,30,10,2,239.0754969,5.250883503
7,30,10,2,239.5174571,4.944799899
8,30,10,2,243.9737067,5.006368029
9,30,10,2,255.8985181,5.493536561
10,30,10,2,298.2340248,6.346505415
11,30,10,2,297.7687251,6.391540835
12,30,10,2,302.9257277,6.246321231
1,30,10,3,467.1409247,6.587241238
2,30,10,3,427.8578961,6.741052092
3,30,10,3,486.4699005,7.116472457
4,30,10,3,457.8514989,7.000509623
5,30,10,3,439.5023454,6.414575092
6,30,10,3,358.6132453,5.250883503
7,30,10,3,359.2761857,4.944799899
8,30,10,3,365.96056,5.006368029
9,30,10,3,383.8477771,5.493536561
10,30,10,3,447.3510372,6.346505415
11,30,10,3,446.6530877,6.391540835
12,30,10,3,454.3885915,6.246321231
1,30,12,1,152.2246246,6.587241238
2,30,12,1,139.4226764,6.741052092
3,30,12,1,158.5203873,7.116472457
4,30,12,1,149.1939652,7.000509623
5,30,12,1,143.2114746,6.414575092
6,30,12,1,116.8481756,5.250883503
7,30,12,1,117.0631607,4.944799899
8,30,12,1,119.2432689,5.006368029
9,30,12,1,125.0742337,5.493536561
10,30,12,1,145.772663,6.346505415
11,30,12,1,145.5467551,6.391540835
12,30,12,1,148.068518,6.246321231
1,30,12,2,304.4492492,6.587241238
2,30,12,2,278.8453528,6.741052092
3,30,12,2,317.0407746,7.116472457
4,30,12,2,298.3879305,7.000509623
5,30,12,2,286.4229491,6.414575092
6,30,12,2,233.6963513,5.250883503
7,30,12,2,234.1263214,4.944799899
8,30,12,2,238.4865379,5.006368029
9,30,12,2,250.1484673,5.493536561
10,30,12,2,291.5453259,6.346505415
11,30,12,2,291.0935101,6.391540835
12,30,12,2,296.137036,6.246321231
1,30,12,3,456.6738738,6.587241238
2,30,12,3,418.2680293,6.741052092
3,30,12,3,475.5611619,7.116472457
4,30,12,3,447.5818957,7.000509623
5,30,12,3,429.6344237,6.414575092
6,30,12,3,350.5445269,5.250883503
7,30,12,3,351.189482,4.944799899
8,30,12,3,357.7298068,5.006368029
9,30,12,3,375.222701,5.493536561
10,30,12,3,437.3179889,6.346505415
11,30,12,3,436.6402652,6.391540835
12,30,12,3,444.205554,6.246321231
1,30,14,1,148.7356403,6.587241238
2,30,14,1,136.2260541,6.741052092
3,30,14,1,154.8841411,7.116472457
4,30,14,1,145.7707641,7.000509623
5,30,14,1,139.9221673,6.414575092
6,30,14,1,114.1586648,5.250883503
7,30,14,1,114.3675928,4.944799899
8,30,14,1,116.4996845,5.006368029
9,30,14,1,122.1992083,5.493536561
10,30,14,1,142.4283898,6.346505415
11,30,14,1,142.2091475,6.391540835
12,30,14,1,144.6742282,6.246321231
1,30,14,2,297.4712806,6.587241238
2,30,14,2,272.4521083,6.741052092
3,30,14,2,309.7682822,7.116472457
4,30,14,2,291.5415283,7.000509623
5,30,14,2,279.8443346,6.414575092
6,30,14,2,228.3173297,5.250883503
7,30,14,2,228.7351856,4.944799899
8,30,14,2,232.999369,5.006368029
9,30,14,2,244.3984166,5.493536561
10,30,14,2,284.8567796,6.346505415
11,30,14,2,284.4182951,6.391540835
12,30,14,2,289.3484565,6.246321231
1,30,14,3,446.206921,6.587241238
2,30,14,3,408.6781624,6.741052092
3,30,14,3,464.6524234,7.116472457
4,30,14,3,437.3122924,7.000509623
5,30,14,3,419.7665019,6.414575092
6,30,14,3,342.4759945,5.250883503
7,30,14,3,343.1027784,4.944799899
8,30,14,3,349.4990536,5.006368029
9,30,14,3,366.5976249,5.493536561
10,30,14,3,427.2851694,6.346505415
11,30,14,3,426.6274426,6.391540835
12,30,14,3,434.0226847,6.246321231
1,30,16,1,145.2467148,6.587241238
2,30,16,1,133.0294318,6.741052092
3,30,16,1,151.2478949,7.116472457
4,30,16,1,142.3475631,7.000509623
5,30,16,1,136.63286,6.414575092
6,30,16,1,111.4692093,5.250883503
7,30,16,1,111.6720249,4.944799899
8,30,16,1,113.7561001,5.006368029
9,30,16,1,119.3241829,5.493536561
10,30,16,1,139.0841166,6.346505415
11,30,16,1,138.87154,6.391540835
12,30,16,1,141.2800103,6.246321231
1,30,16,2,290.4934296,6.587241238
2,30,16,2,266.0588637,6.741052092
3,30,16,2,302.4957899,7.116472457
4,30,16,2,284.6951261,7.000509623
5,30,16,2,273.2657201,6.414575092
6,30,16,2,222.9384186,5.250883503
7,30,16,2,223.3440499,4.944799899
8,30,16,2,227.5122002,5.006368029
9,30,16,2,238.6483659,5.493536561
10,30,16,2,278.1682333,6.346505415
11,30,16,2,277.74308,6.391540835
12,30,16,2,282.5600206,6.246321231
1,30,16,3,435.7401443,6.587241238
2,30,16,3,399.0882955,6.741052092
3,30,16,3,453.7436848,7.116472457
4,30,16,3,427.0426892,7.000509623
5,30,16,3,409.8985801,6.414575092
6,30,16,3,334.4076279,5.250883503
7,30,16,3,335.0160748,4.944799899
8,30,16,3,341.2683003,5.006368029
9,30,16,3,357.9725488,5.493536561
10,30,16,3,417.2523499,6.346505415
11,30,16,3,416.6146201,6.391540835
12,30,16,3,423.8400309,6.246321231
1,30,18,1,141.7577892,6.587241238
2,30,18,1,129.8328095,6.741052092
3,30,18,1,147.6116487,7.116472457
4,30,18,1,138.924362,7.000509623
5,30,18,1,133.3435528,6.414575092
6,30,18,1,108.7799179,5.250883503
7,30,18,1,108.9767153,4.944799899
8,30,18,1,111.0125157,5.006368029
9,30,18,1,116.4491576,5.493536561
10,30,18,1,135.7398813,6.346505415
11,30,18,1,135.5339325,6.391540835
12,30,18,1,137.8858132,6.246321231
1,30,18,2,283.5155785,6.587241238
2,30,18,2,259.6656191,6.741052092
3,30,18,2,295.2232975,7.116472457
4,30,18,2,277.8487239,7.000509623
5,30,18,2,266.6871056,6.414575092
6,30,18,2,217.5598358,5.250883503
7,30,18,2,217.9534306,4.944799899
8,30,18,2,222.0250314,5.006368029
9,30,18,2,232.8983151,5.493536561
10,30,18,2,271.4797626,6.346505415
11,30,18,2,271.067865,6.391540835
12,30,18,2,275.7716264,6.246321231
1,30,18,3,425.2733677,6.587241238
2,30,18,3,389.4984286,6.741052092
3,30,18,3,442.8349462,7.116472457
4,30,18,3,416.7730859,7.000509623
5,30,18,3,400.0306584,6.414575092
6,30,18,3,326.3397537,5.250883503
7,30,18,3,326.930146,4.944799899
8,30,18,3,333.0375471,5.006368029
9,30,18,3,349.3474727,5.493536561
10,30,18,3,407.2196439,6.346505415
11,30,18,3,406.6017975,6.391540835
12,30,18,3,413.6574397,6.246321231
1,35,8,1,162.4238704,6.728911739
2,35,8,1,147.1532621,6.804460979
3,35,8,1,164.5387543,7.058330259
4,35,8,1,151.7439692,6.800649761
5,35,8,1,143.0855829,6.126946212
6,35,8,1,116.5485619,5.008939855
7,35,8,1,117.4522603,4.744458525
8,35,8,1,120.8389551,4.850137982
9,35,8,1,128.666751,5.400262354
10,35,8,1,152.7821834,6.359125912
11,35,8,1,154.7161016,6.499694742
12,35,8,1,158.4236889,6.398365396
1,35,8,2,324.8477409,6.728911739
2,35,8,2,294.3065242,6.804460979
3,35,8,2,329.0775086,7.058330259
4,35,8,2,303.4879385,6.800649761
5,35,8,2,286.1711659,6.126946212
6,35,8,2,233.0971239,5.008939855
7,35,8,2,234.9045207,4.744458525
8,35,8,2,241.6779102,4.850137982
9,35,8,2,257.3335021,5.400262354
10,35,8,2,305.5643669,6.359125912
11,35,8,2,309.4322031,6.499694742
12,35,8,2,316.8473778,6.398365396
1,35,8,3,487.2716113,6.728911739
2,35,8,3,441.4597862,6.804460979
3,35,8,3,493.6162628,7.058330259
4,35,8,3,455.2319077,6.800649761
5,35,8,3,429.2567488,6.126946212
6,35,8,3,349.6456858,5.008939855
7,35,8,3,352.356781,4.744458525
8,35,8,3,362.5168652,4.850137982
9,35,8,3,386.0002531,5.400262354
10,35,8,3,458.3465503,6.359125912
11,35,8,3,464.1483047,6.499694742
12,35,8,3,475.2710667,6.398365396
1,35,10,1,158.9010851,6.728911739
2,35,10,1,143.9500105,6.804460979
3,35,10,1,160.9297717,7.058330259
4,35,10,1,148.4141681,6.800649761
5,35,10,1,139.9420258,6.126946212
6,35,10,1,113.9824673,5.008939855
7,35,10,1,114.8654324,4.744458525
8,35,10,1,118.1799681,4.850137982
9,35,10,1,125.8386286,5.400262354
10,35,10,1,149.4308611,6.359125912
11,35,10,1,151.3242738,6.499694742
12,35,10,1,155.0109421,6.398365396
1,35,10,2,317.8021701,6.728911739
2,35,10,2,287.9000209,6.804460979
3,35,10,2,321.8595434,7.058330259
4,35,10,2,296.8283362,6.800649761
5,35,10,2,279.8840516,6.126946212
6,35,10,2,227.9649346,5.008939855
7,35,10,2,229.7308647,4.744458525
8,35,10,2,236.3599362,4.850137982
9,35,10,2,251.6772571,5.400262354
10,35,10,2,298.8617221,6.359125912
11,35,10,2,302.6485476,6.499694742
12,35,10,2,310.0218842,6.398365396
1,35,10,3,476.7032552,6.728911739
2,35,10,3,431.8500314,6.804460979
3,35,10,3,482.789315,7.058330259
4,35,10,3,445.2425043,6.800649761
5,35,10,3,419.8260774,6.126946212
6,35,10,3,341.9474019,5.008939855
7,35,10,3,344.5962971,4.744458525
8,35,10,3,354.5399043,4.850137982
9,35,10,3,377.5158857,5.400262354
10,35,10,3,448.2925832,6.359125912
11,35,10,3,453.9728214,6.499694742
12,35,10,3,465.0328262,6.398365396
1,35,12,1,155.3495321,6.728911739
2,35,12,1,140.7238168,6.804460979
3,35,12,1,157.3207891,7.058330259
4,35,12,1,145.084367,6.800649761
5,35,12,1,136.7984687,6.126946212
6,35,12,1,111.4164058,5.008939855
7,35,12,1,112.2786044,4.744458525
8,35,12,1,115.5209811,4.850137982
9,35,12,1,123.0105061,5.400262354
10,35,12,1,146.0796118,6.359125912
11,35,12,1,147.932446,6.499694742
12,35,12,1,151.5431878,6.398365396
1,35,12,2,310.6990641,6.728911739
2,35,12,2,281.4476336,6.804460979
3,35,12,2,314.6415782,7.058330259
4,35,12,2,290.168734,6.800649761
5,35,12,2,273.5969374,6.126946212
6,35,12,2,222.8328117,5.008939855
7,35,12,2,224.5572088,4.744458525
8,35,12,2,231.0419623,4.850137982
9,35,12,2,246.0210122,5.400262354
10,35,12,2,292.1592236,6.359125912
11,35,12,2,295.8648921,6.499694742
12,35,12,2,303.0863755,6.398365396
1,35,12,3,466.0485962,6.728911739
2,35,12,3,422.1714504,6.804460979
3,35,12,3,471.9623672,7.058330259
4,35,12,3,435.253101,6.800649761
5,35,12,3,410.3954061,6.126946212
6,35,12,3,334.2492175,5.008939855
7,35,12,3,336.8358132,4.744458525
8,35,12,3,346.5629434,4.850137982
9,35,12,3,369.0315183,5.400262354
10,35,12,3,438.2388354,6.359125912
11,35,12,3,443.7973381,6.499694742
12,35,12,3,454.6295633,6.398365396
1,35,14,1,151.7894044,6.728911739
2,35,14,1,137.4976231,6.804460979
3,35,14,1,153.7118065,7.058330259
4,35,14,1,141.7545659,6.800649761
5,35,14,1,133.6549116,6.126946212
6,35,14,1,108.8503814,5.008939855
7,35,14,1,109.6917765,4.744458525
8,35,14,1,112.8619942,4.850137982
9,35,14,1,120.1823836,5.400262354
10,35,14,1,142.7283625,6.359125912
11,35,14,1,144.5406183,6.499694742
12,35,14,1,148.0698693,6.398365396
1,35,14,2,303.5788088,6.728911739
2,35,14,2,274.9952463,6.804460979
3,35,14,2,307.423613,7.058330259
4,35,14,2,283.5091317,6.800649761
5,35,14,2,267.3098232,6.126946212
6,35,14,2,217.7007627,5.008939855
7,35,14,2,219.3835529,4.744458525
8,35,14,2,225.7239884,4.850137982
9,35,14,2,240.3647672,5.400262354
10,35,14,2,285.456725,6.359125912
11,35,14,2,289.0812365,6.499694742
12,35,14,2,296.1397386,6.398365396
1,35,14,3,455.3682132,6.728911739
2,35,14,3,412.4928694,6.804460979
3,35,14,3,461.1354194,7.058330259
4,35,14,3,425.2636976,6.800649761
5,35,14,3,400.9647347,6.126946212
6,35,14,3,326.5511441,5.008939855
7,35,14,3,329.0753294,4.744458525
8,35,14,3,338.5859826,4.850137982
9,35,14,3,360.5471509,5.400262354
10,35,14,3,428.1850875,6.359125912
11,35,14,3,433.6218548,6.499694742
12,35,14,3,444.209608,6.398365396
1,35,16,1,148.2292767,6.728911739
2,35,16,1,134.2714295,6.804460979
3,35,16,1,150.1028239,7.058330259
4,35,16,1,138.4247647,6.800649761
5,35,16,1,130.5113545,6.126946212
6,35,16,1,106.2846149,5.008939855
7,35,16,1,107.1053639,4.744458525
8,35,16,1,110.2030072,4.850137982
9,35,16,1,117.3542612,5.400262354
10,35,16,1,139.3771365,6.359125912
11,35,16,1,141.1487905,6.499694742
12,35,16,1,144.5966112,6.398365396
1,35,16,2,296.4585535,6.728911739
2,35,16,2,268.542859,6.804460979
3,35,16,2,300.2056478,7.058330259
4,35,16,2,276.8495295,6.800649761
5,35,16,2,261.0227089,6.126946212
6,35,16,2,212.5692297,5.008939855
7,35,16,2,214.2107277,4.744458525
8,35,16,2,220.4060144,4.850137982
9,35,16,2,234.7085223,5.400262354
10,35,16,2,278.7542731,6.359125912
11,35,16,2,282.297581,6.499694742
12,35,16,2,289.1932224,6.398365396
1,35,16,3,444.6878302,6.728911739
2,35,16,3,402.8142884,6.804460979
3,35,16,3,450.3084716,7.058330259
4,35,16,3,415.2742942,6.800649761
5,35,16,3,391.5340634,6.126946212
6,35,16,3,318.8538446,5.008939855
7,35,16,3,321.3160916,4.744458525
8,35,16,3,330.6090217,4.850137982
9,35,16,3,352.0627835,5.400262354
10,35,16,3,418.1314096,6.359125912
11,35,16,3,423.4463715,6.499694742
12,35,16,3,433.7898335,6.398365396
1,35,18,1,144.6692191,6.728911739
2,35,18,1,131.0452358,6.804460979
3,35,18,1,146.4938413,7.058330259
4,35,18,1,135.0949636,6.800649761
5,35,18,1,127.3679455,6.126946212
6,35,18,1,103.7190173,5.008939855
7,35,18,1,104.5194935,4.744458525
8,35,18,1,107.5440203,4.850137982
9,35,18,1,114.5261387,5.400262354
10,35,18,1,136.0259811,6.359125912
11,35,18,1,137.7569627,6.499694742
12,35,18,1,141.123353,6.398365396
1,35,18,2,289.3384383,6.728911739
2,35,18,2,262.0904716,6.804460979
3,35,18,2,292.9876826,7.058330259
4,35,18,2,270.1899272,6.800649761
5,35,18,2,254.7358911,6.126946212
6,35,18,2,207.4380347,5.008939855
7,35,18,2,209.038987,4.744458525
8,35,18,2,215.0880405,4.850137982
9,35,18,2,229.0522774,5.400262354
10,35,18,2,272.0519622,6.359125912
11,35,18,2,275.5139255,6.499694742
12,35,18,2,282.2467061,6.398365396
1,35,18,3,434.0076574,6.728911739
2,35,18,3,393.1357074,6.804460979
3,35,18,3,439.4815238,7.058330259
4,35,18,3,405.2848908,6.800649761
5,35,18,3,382.1038366,6.126946212
6,35,18,3,311.157052,5.008939855
7,35,18,3,313.5584805,4.744458525
8,35,18,3,322.6320608,4.850137982
9,35,18,3,343.5784161,5.400262354
10,35,18,3,408.0779432,6.359125912
11,35,18,3,413.2708882,6.499694742
12,35,18,3,423.3700591,6.398365396
1,40,8,1,164.6776074,6.82645372
2,40,8,1,147.6373711,6.823611949
3,40,8,1,162.3088682,6.955358728
4,40,8,1,146.5122672,6.558408466
5,40,8,1,135.5336836,5.805669689
6,40,8,1,110.2990834,4.744526121
7,40,8,1,111.8760625,4.522189707
8,40,8,1,116.2761669,4.6688797
9,40,8,1,125.7804566,5.276213301
10,40,8,1,152.2149722,6.331979664
11,40,8,1,156.2733461,6.56591067
12,40,8,1,161.0172451,6.508706572
1,40,8,2,329.3552149,6.82645372
2,40,8,2,295.2747422,6.823611949
3,40,8,2,324.6177364,6.955358728
4,40,8,2,293.0245344,6.558408466
5,40,8,2,271.0673672,5.805669689
6,40,8,2,220.5981669,4.744526121
7,40,8,2,223.7521249,4.522189707
8,40,8,2,232.5523338,4.6688797
9,40,8,2,251.5609132,5.276213301
10,40,8,2,304.4299443,6.331979664
11,40,8,2,312.5466923,6.56591067
12,40,8,2,322.0344902,6.508706572
1,40,8,3,494.0328223,6.82645372
2,40,8,3,442.9121133,6.823611949
3,40,8,3,486.9266045,6.955358728
4,40,8,3,439.5368016,6.558408466
5,40,8,3,406.6010509,5.805669689
6,40,8,3,330.8972503,4.744526121
7,40,8,3,335.6281874,4.522189707
8,40,8,3,348.8285006,4.6688797
9,40,8,3,377.3413698,5.276213301
10,40,8,3,456.6449165,6.331979664
11,40,8,3,468.8200384,6.56591067
12,40,8,3,483.0517353,6.508706572
1,40,10,1,161.1160066,6.82645372
2,40,10,1,144.4136042,6.823611949
3,40,10,1,158.7483614,6.955358728
4,40,10,1,143.2961987,6.558408466
5,40,10,1,132.5542982,5.805669689
6,40,10,1,107.8688795,4.744526121
7,40,10,1,109.4104562,4.522189707
8,40,10,1,113.716371,4.6688797
9,40,10,1,123.0150797,5.276213301
10,40,10,1,148.876052,6.331979664
11,40,10,1,152.8476652,6.56591067
12,40,10,1,157.5782036,6.508706572
1,40,10,2,322.2320132,6.82645372
2,40,10,2,288.8272084,6.823611949
3,40,10,2,317.4967227,6.955358728
4,40,10,2,286.5923975,6.558408466
5,40,10,2,265.1085965,5.805669689
6,40,10,2,215.7377589,4.744526121
7,40,10,2,218.8209124,4.522189707
8,40,10,2,227.4327419,4.6688797
9,40,10,2,246.0301593,5.276213301
10,40,10,2,297.752104,6.331979664
11,40,10,2,305.6953305,6.56591067
12,40,10,2,315.1564072,6.508706572
1,40,10,3,483.3480198,6.82645372
2,40,10,3,433.2408126,6.823611949
3,40,10,3,476.2450841,6.955358728
4,40,10,3,429.8885962,6.558408466
5,40,10,3,397.6628947,5.805669689
6,40,10,3,323.6066384,4.744526121
7,40,10,3,328.2313686,4.522189707
8,40,10,3,341.1491129,4.6688797
9,40,10,3,369.045239,5.276213301
10,40,10,3,446.6281559,6.331979664
11,40,10,3,458.5429957,6.56591067
12,40,10,3,472.7346108,6.508706572
1,40,12,1,157.5273827,6.82645372
2,40,12,1,141.1771084,6.823611949
3,40,12,1,155.1878546,6.955358728
4,40,12,1,140.0801303,6.558408466
5,40,12,1,129.5749128,5.805669689
6,40,12,1,105.4387595,4.744526121
7,40,12,1,106.9448809,4.522189707
8,40,12,1,111.156575,4.6688797
9,40,12,1,120.2497027,5.276213301
10,40,12,1,145.5371318,6.331979664
11,40,12,1,149.4219843,6.56591067
12,40,12,1,154.0802199,6.508706572
1,40,12,2,315.0547654,6.82645372
2,40,12,2,282.3542169,6.823611949
3,40,12,2,310.3757091,6.955358728
4,40,12,2,280.1602605,6.558408466
5,40,12,2,259.1498257,5.805669689
6,40,12,2,210.877519,4.744526121
7,40,12,2,213.8897619,4.522189707
8,40,12,2,222.3131501,4.6688797
9,40,12,2,240.4994054,5.276213301
10,40,12,2,291.0742636,6.331979664
11,40,12,2,298.8439687,6.56591067
12,40,12,2,308.1604397,6.508706572
1,40,12,3,472.5821481,6.82645372
2,40,12,3,423.5313253,6.823611949
3,40,12,3,465.5635637,6.955358728
4,40,12,3,420.2403908,6.558408466
5,40,12,3,388.7247385,5.805669689
6,40,12,3,316.3162786,4.744526121
7,40,12,3,320.8346428,4.522189707
